code,country,ratio,rank,revised_rank,score,revised_score
MUS,Mauritius,1.0585046860170637,1,120.0,1.06,1.0014953139829363
MEX,Mexico,1.0484248138112173,59,107.0,1.046,1.0115751861887827
MDA,Moldova,1.0763501191700715,1,131.0,1.06,0.9836498808299285
MNG,Mongolia,1.1084740893279792,1,144.0,1.06,0.9515259106720209
MNE,Montenegro,1.0492448499621423,49,109.0,1.054,1.0107551500378578
MAR,Morocco,0.9830370333007221,140,43.0,1.0,1.0430370333007222
MOZ,Mozambique,1.0565697209585172,1,116.0,1.06,1.0034302790414829
NAM,Namibia,1.0811070592225487,1,135.0,1.06,0.9788929407774514
NPL,Nepal,1.0175305447363845,93,44.0,1.024,1.0424694552636156
NLD,Netherlands,1.000261621642202,135,2.0,1.002,1.059738378357798
NZL,New Zealand,1.0070004745186603,109,19.0,1.017,1.0529995254813398
NIC,Nicaragua,1.0412945937737044,44,94.0,1.056,1.0187054062262957
NER,Niger,0.9939010446877087,123,16.0,1.01,1.0539010446877088
NGA,Nigeria,1.0050416499812798,107,14.0,1.018,1.0549583500187203
MKD,North Macedonia,0.9911431503634707,78,22.0,1.034,1.0511431503634707
NOR,Norway,1.003360437420509,127,10.0,1.008,1.056639562579491
OMN,Oman,1.033774684481355,139,75.0,1.0,1.0262253155186452
PAK,Pakistan,0.9894242986596224,141,25.0,0.999,1.0494242986596225
PAN,Panama,1.043480747987655,67,98.0,1.039,1.016519252012345
PRY,Paraguay,1.045849400152386,63,103.0,1.045,1.0141505998476141
PER,Peru,1.0131439796056454,128,34.0,1.008,1.0468560203943547
PHL,Philippines,1.070538803639023,1,126.0,1.06,0.989461196360977
POL,Poland,1.0757447585749826,1,130.0,1.06,0.9842552414250174
PRT,Portugal,1.0347546659664155,71,77.0,1.039,1.0252453340335845
QAT,Qatar,0.9733382606789406,146,63.0,0.955,1.0333382606789407
ROU,Romania,1.0763814882131988,1,132.0,1.06,0.9836185117868013
RWA,Rwanda,1.030628808717118,65,70.0,1.042,1.029371191282882
SAU,Saudi Arabia,0.988751469100992,124,28.0,1.009,1.048751469100992
SEN,Senegal,1.0081372170502707,106,20.0,1.019,1.0518627829497293
SRB,Serbia,1.043895966895583,57,101.0,1.046,1.016104033104417
SLE,Sierra Leone,0.9981474692111351,113,4.0,1.015,1.0581474692111352
SGP,Singapore,1.030589746023096,80,69.0,1.032,1.029410253976904
SVK,Slovakia,1.0600368429274698,1,121.0,1.06,0.9999631570725303
SVN,Slovenia,1.0422962440457715,53,95.0,1.05,1.0177037559542286
ZAF,South Africa,1.0562509319506344,39,115.0,1.057,1.0037490680493657
KOR,South Korea,1.0504726269976261,56,111.0,1.047,1.009527373002374
ESP,Spain,1.0214834838976088,100,53.0,1.022,1.0385165161023913
LKA,Sri Lanka,1.0511077194302243,1,113.0,1.06,1.0088922805697758
SDN,Sudan,0.9954118165462689,117,12.0,1.012,1.055411816546269
SUR,Suriname,1.0533751273516367,41,114.0,1.057,1.0066248726483633
SWE,Sweden,1.0018790155177077,130,5.0,1.006,1.0581209844822923
CHE,Switzerland,1.0047351993421838,125,13.0,1.009,1.0552648006578162
TJK,Tajikistan,1.0155720564696595,74,39.0,1.038,1.0444279435303405
THA,Thailand,1.0715706550811566,1,128.0,1.06,0.9884293449188435
TLS,Timor-Leste,1.0358626561552207,75,79.0,1.037,1.0241373438447794
TGO,Togo,1.0379194105190028,40,83.0,1.057,1.0220805894809972
TUN,Tunisia,1.0204046434472416,92,51.0,1.024,1.0395953565527585
TUR,Türkiye,1.0175592397158446,108,45.0,1.017,1.0424407602841554
UGA,Uganda,1.0703886696296891,1,125.0,1.06,0.9896113303703109
UKR,Ukraine,1.1098344886137717,1,145.0,1.06,0.9501655113862284
ARE,United Arab Emirates,0.9778110569510317,131,54.0,1.005,1.0378110569510317
GBR,United Kingdom,1.010010836220774,116,24.0,1.014,1.049989163779226
TZA,Tanzania,1.0121717372090493,88,29.0,1.028,1.0478282627909508
USA,United States,1.0276501834528826,91,65.0,1.028,1.0323498165471174
URY,Uruguay,1.0568582808141989,1,117.0,1.06,1.0031417191858012
UZB,Uzbekistan,1.0234510645611494,76,56.0,1.036,1.0365489354388506
VUT,Vanuatu,1.0660982564911803,45,122.0,1.054,0.9939017435088198
VNM,Vietnam,1.087354154801604,1,138.0,1.06,0.9726458451983961
ZMB,Zambia,1.0437437966388992,1,100.0,1.06,1.016256203361101
ZWE,Zimbabwe,1.0398296545908328,1,85.0,1.06,1.0201703454091673
