IndicatorCode,IndicatorName,Country,CountryCode,Year,Sex,DeathRate,DeathRate_Low,DeathRate_High,Comments,DataSource
SA_0000001444,,MLT,COUNTRY,2004,SEX_BTSX,117.1,,,,
SA_0000001444,,MLT,COUNTRY,2004,SEX_FMLE,89.5,,,,
SA_0000001444,,MLT,COUNTRY,2004,SEX_MLE,151.7,,,,
SA_0000001444,,MMR,COUNTRY,2004,SEX_BTSX,194.8,,,,
SA_0000001444,,MMR,COUNTRY,2004,SEX_FMLE,160.4,,,,
SA_0000001444,,MMR,COUNTRY,2004,SEX_MLE,234.3,,,,
SA_0000001444,,MNG,COUNTRY,2004,SEX_BTSX,92.8,,,,
SA_0000001444,,MNG,COUNTRY,2004,SEX_FMLE,55.5,,,,
SA_0000001444,,MNG,COUNTRY,2004,SEX_MLE,139.6,,,,
SA_0000001444,,MOZ,COUNTRY,2004,SEX_BTSX,108.9,,,,
SA_0000001444,,MOZ,COUNTRY,2004,SEX_FMLE,90.1,,,,
SA_0000001444,,MOZ,COUNTRY,2004,SEX_MLE,133.8,,,,
SA_0000001444,,MRT,COUNTRY,2004,SEX_BTSX,113.0,,,,
SA_0000001444,,MRT,COUNTRY,2004,SEX_FMLE,89.3,,,,
SA_0000001444,,MRT,COUNTRY,2004,SEX_MLE,141.7,,,,
SA_0000001444,,MUS,COUNTRY,2004,SEX_BTSX,225.1,,,,
SA_0000001444,,MUS,COUNTRY,2004,SEX_FMLE,178.4,,,,
SA_0000001444,,MUS,COUNTRY,2004,SEX_MLE,281.3,,,,
SA_0000001444,,MWI,COUNTRY,2004,SEX_BTSX,112.5,,,,
SA_0000001444,,MWI,COUNTRY,2004,SEX_FMLE,93.4,,,,
SA_0000001444,,MWI,COUNTRY,2004,SEX_MLE,135.3,,,,
SA_0000001444,,MYS,COUNTRY,2004,SEX_BTSX,102.5,,,,
SA_0000001444,,MYS,COUNTRY,2004,SEX_FMLE,86.6,,,,
SA_0000001444,,MYS,COUNTRY,2004,SEX_MLE,118.5,,,,
SA_0000001444,,NAM,COUNTRY,2004,SEX_BTSX,65.9,,,,
SA_0000001444,,NAM,COUNTRY,2004,SEX_FMLE,43.7,,,,
SA_0000001444,,NAM,COUNTRY,2004,SEX_MLE,95.4,,,,
SA_0000001444,,NER,COUNTRY,2004,SEX_BTSX,144.2,,,,
SA_0000001444,,NER,COUNTRY,2004,SEX_FMLE,114.1,,,,
SA_0000001444,,NER,COUNTRY,2004,SEX_MLE,168.6,,,,
SA_0000001444,,NGA,COUNTRY,2004,SEX_BTSX,124.0,,,,
SA_0000001444,,NGA,COUNTRY,2004,SEX_FMLE,102.2,,,,
SA_0000001444,,NGA,COUNTRY,2004,SEX_MLE,149.2,,,,
SA_0000001444,,NIC,COUNTRY,2004,SEX_BTSX,157.5,,,,
SA_0000001444,,NIC,COUNTRY,2004,SEX_FMLE,135.5,,,,
SA_0000001444,,NIC,COUNTRY,2004,SEX_MLE,183.1,,,,
SA_0000001444,,NIU,COUNTRY,2004,SEX_BTSX,92.9,,,,
SA_0000001444,,NIU,COUNTRY,2004,SEX_FMLE,51.0,,,,
SA_0000001444,,NIU,COUNTRY,2004,SEX_MLE,140.0,,,,
SA_0000001444,,NLD,COUNTRY,2004,SEX_BTSX,54.4,,,,
SA_0000001444,,NLD,COUNTRY,2004,SEX_FMLE,36.4,,,,
SA_0000001444,,NLD,COUNTRY,2004,SEX_MLE,77.5,,,,
SA_0000001444,,NOR,COUNTRY,2004,SEX_BTSX,72.7,,,,
SA_0000001444,,NOR,COUNTRY,2004,SEX_FMLE,48.3,,,,
SA_0000001444,,NOR,COUNTRY,2004,SEX_MLE,103.0,,,,
SA_0000001444,,NPL,COUNTRY,2004,SEX_BTSX,195.0,,,,
SA_0000001444,,NPL,COUNTRY,2004,SEX_FMLE,171.1,,,,
SA_0000001444,,NPL,COUNTRY,2004,SEX_MLE,225.2,,,,
SA_0000001444,,NRU,COUNTRY,2004,SEX_BTSX,181.5,,,,
SA_0000001444,,NRU,COUNTRY,2004,SEX_FMLE,89.6,,,,
SA_0000001444,,NRU,COUNTRY,2004,SEX_MLE,274.5,,,,
SA_0000001444,,NZL,COUNTRY,2004,SEX_BTSX,92.5,,,,
SA_0000001444,,NZL,COUNTRY,2004,SEX_FMLE,67.4,,,,
SA_0000001444,,NZL,COUNTRY,2004,SEX_MLE,122.1,,,,
SA_0000001444,,OMN,COUNTRY,2004,SEX_BTSX,176.9,,,,
SA_0000001444,,OMN,COUNTRY,2004,SEX_FMLE,102.0,,,,
SA_0000001444,,OMN,COUNTRY,2004,SEX_MLE,239.3,,,,
SA_0000001444,,PAK,COUNTRY,2004,SEX_BTSX,221.0,,,,
SA_0000001444,,PAK,COUNTRY,2004,SEX_FMLE,189.4,,,,
SA_0000001444,,PAK,COUNTRY,2004,SEX_MLE,252.4,,,,
SA_0000001444,,PAN,COUNTRY,2004,SEX_BTSX,70.9,,,,
SA_0000001444,,PAN,COUNTRY,2004,SEX_FMLE,55.3,,,,
SA_0000001444,,PAN,COUNTRY,2004,SEX_MLE,87.5,,,,
SA_0000001444,,PER,COUNTRY,2004,SEX_BTSX,61.1,,,,
SA_0000001444,,PER,COUNTRY,2004,SEX_FMLE,47.9,,,,
SA_0000001444,,PER,COUNTRY,2004,SEX_MLE,76.5,,,,
SA_0000001444,,PHL,COUNTRY,2004,SEX_BTSX,118.7,,,,
SA_0000001444,,PHL,COUNTRY,2004,SEX_FMLE,92.5,,,,
SA_0000001444,,PHL,COUNTRY,2004,SEX_MLE,146.8,,,,
SA_0000001444,,PLW,COUNTRY,2004,SEX_BTSX,124.2,,,,
SA_0000001444,,PLW,COUNTRY,2004,SEX_FMLE,70.0,,,,
SA_0000001444,,PLW,COUNTRY,2004,SEX_MLE,182.3,,,,
SA_0000001444,,PNG,COUNTRY,2004,SEX_BTSX,196.1,,,,
SA_0000001444,,PNG,COUNTRY,2004,SEX_FMLE,162.4,,,,
SA_0000001444,,PNG,COUNTRY,2004,SEX_MLE,229.0,,,,
SA_0000001444,,POL,COUNTRY,2004,SEX_BTSX,134.8,,,,
SA_0000001444,,POL,COUNTRY,2004,SEX_FMLE,89.8,,,,
SA_0000001444,,POL,COUNTRY,2004,SEX_MLE,196.1,,,,
SA_0000001444,,PRK,COUNTRY,2004,SEX_BTSX,139.7,,,,
SA_0000001444,,PRK,COUNTRY,2004,SEX_FMLE,120.4,,,,
SA_0000001444,,PRK,COUNTRY,2004,SEX_MLE,166.2,,,,
SA_0000001444,,PRT,COUNTRY,2004,SEX_BTSX,61.5,,,,
SA_0000001444,,PRT,COUNTRY,2004,SEX_FMLE,44.6,,,,
SA_0000001444,,PRT,COUNTRY,2004,SEX_MLE,81.9,,,,
SA_0000001444,,PRY,COUNTRY,2004,SEX_BTSX,103.3,,,,
SA_0000001444,,PRY,COUNTRY,2004,SEX_FMLE,73.5,,,,
SA_0000001444,,PRY,COUNTRY,2004,SEX_MLE,136.9,,,,
SA_0000001444,,QAT,COUNTRY,2004,SEX_BTSX,109.6,,,,
SA_0000001444,,QAT,COUNTRY,2004,SEX_FMLE,104.9,,,,
SA_0000001444,,QAT,COUNTRY,2004,SEX_MLE,106.1,,,,
SA_0000001444,,ROU,COUNTRY,2004,SEX_BTSX,179.7,,,,
SA_0000001444,,ROU,COUNTRY,2004,SEX_FMLE,138.8,,,,
SA_0000001444,,ROU,COUNTRY,2004,SEX_MLE,230.3,,,,
SA_0000001444,,RUS,COUNTRY,2004,SEX_BTSX,321.7,,,,
SA_0000001444,,RUS,COUNTRY,2004,SEX_FMLE,241.9,,,,
SA_0000001444,,RUS,COUNTRY,2004,SEX_MLE,423.5,,,,
SA_0000001444,,RWA,COUNTRY,2004,SEX_BTSX,120.5,,,,
SA_0000001444,,RWA,COUNTRY,2004,SEX_FMLE,98.9,,,,
SA_0000001444,,RWA,COUNTRY,2004,SEX_MLE,151.0,,,,
SA_0000001444,,SAU,COUNTRY,2004,SEX_BTSX,179.0,,,,
SA_0000001444,,SAU,COUNTRY,2004,SEX_FMLE,111.2,,,,
SA_0000001444,,SAU,COUNTRY,2004,SEX_MLE,232.4,,,,
SA_0000001444,,SDN,COUNTRY,2004,SEX_BTSX,225.1,,,,
SA_0000001444,,SDN,COUNTRY,2004,SEX_FMLE,189.2,,,,
SA_0000001444,,SDN,COUNTRY,2004,SEX_MLE,265.3,,,,
SA_0000001444,,SEN,COUNTRY,2004,SEX_BTSX,119.8,,,,
SA_0000001444,,SEN,COUNTRY,2004,SEX_FMLE,96.1,,,,
SA_0000001444,,SEN,COUNTRY,2004,SEX_MLE,144.2,,,,
SA_0000001444,,SGP,COUNTRY,2004,SEX_BTSX,89.7,,,,
SA_0000001444,,SGP,COUNTRY,2004,SEX_FMLE,69.3,,,,
SA_0000001444,,SGP,COUNTRY,2004,SEX_MLE,112.0,,,,
SA_0000001444,,SLB,COUNTRY,2004,SEX_BTSX,111.6,,,,
SA_0000001444,,SLB,COUNTRY,2004,SEX_FMLE,61.1,,,,
SA_0000001444,,SLB,COUNTRY,2004,SEX_MLE,159.7,,,,
SA_0000001444,,SLE,COUNTRY,2004,SEX_BTSX,140.0,,,,
SA_0000001444,,SLE,COUNTRY,2004,SEX_FMLE,109.9,,,,
SA_0000001444,,SLE,COUNTRY,2004,SEX_MLE,176.6,,,,
SA_0000001444,,SLV,COUNTRY,2004,SEX_BTSX,92.8,,,,
SA_0000001444,,SLV,COUNTRY,2004,SEX_FMLE,85.1,,,,
SA_0000001444,,SLV,COUNTRY,2004,SEX_MLE,102.9,,,,
SA_0000001444,,SMR,COUNTRY,2004,SEX_BTSX,59.9,,,,
SA_0000001444,,SMR,COUNTRY,2004,SEX_FMLE,48.2,,,,
SA_0000001444,,SMR,COUNTRY,2004,SEX_MLE,73.5,,,,
SA_0000001444,,SOM,COUNTRY,2004,SEX_BTSX,242.2,,,,
SA_0000001444,,SOM,COUNTRY,2004,SEX_FMLE,209.1,,,,
SA_0000001444,,SOM,COUNTRY,2004,SEX_MLE,279.4,,,,
SA_0000001444,,STP,COUNTRY,2004,SEX_BTSX,106.6,,,,
SA_0000001444,,STP,COUNTRY,2004,SEX_FMLE,89.0,,,,
SA_0000001444,,STP,COUNTRY,2004,SEX_MLE,127.6,,,,
SA_0000001444,,SUR,COUNTRY,2004,SEX_BTSX,119.3,,,,
SA_0000001444,,SUR,COUNTRY,2004,SEX_FMLE,91.7,,,,
SA_0000001444,,SUR,COUNTRY,2004,SEX_MLE,151.3,,,,
SA_0000001444,,SVK,COUNTRY,2004,SEX_BTSX,205.3,,,,
SA_0000001444,,SVK,COUNTRY,2004,SEX_FMLE,160.9,,,,
SA_0000001444,,SVK,COUNTRY,2004,SEX_MLE,268.1,,,,
SA_0000001444,,SVN,COUNTRY,2004,SEX_BTSX,77.1,,,,
SA_0000001444,,SVN,COUNTRY,2004,SEX_FMLE,50.5,,,,
SA_0000001444,,SVN,COUNTRY,2004,SEX_MLE,114.3,,,,
SA_0000001444,,SWE,COUNTRY,2004,SEX_BTSX,85.4,,,,
SA_0000001444,,SWE,COUNTRY,2004,SEX_FMLE,58.7,,,,
SA_0000001444,,SWE,COUNTRY,2004,SEX_MLE,118.3,,,,
SA_0000001444,,SWZ,COUNTRY,2004,SEX_BTSX,100.0,,,,
SA_0000001444,,SWZ,COUNTRY,2004,SEX_FMLE,78.1,,,,
SA_0000001444,,SWZ,COUNTRY,2004,SEX_MLE,130.6,,,,
SA_0000001444,,SYC,COUNTRY,2004,SEX_BTSX,90.4,,,,
SA_0000001444,,SYC,COUNTRY,2004,SEX_FMLE,50.9,,,,
SA_0000001444,,SYC,COUNTRY,2004,SEX_MLE,145.1,,,,
SA_0000001444,,SYR,COUNTRY,2004,SEX_BTSX,165.2,,,,
SA_0000001444,,SYR,COUNTRY,2004,SEX_FMLE,123.5,,,,
SA_0000001444,,SYR,COUNTRY,2004,SEX_MLE,212.9,,,,
SA_0000001444,,TCD,COUNTRY,2004,SEX_BTSX,124.8,,,,
SA_0000001444,,TCD,COUNTRY,2004,SEX_FMLE,100.5,,,,
SA_0000001444,,TCD,COUNTRY,2004,SEX_MLE,154.1,,,,
SA_0000001444,,TGO,COUNTRY,2004,SEX_BTSX,112.6,,,,
SA_0000001444,,TGO,COUNTRY,2004,SEX_FMLE,90.9,,,,
SA_0000001444,,TGO,COUNTRY,2004,SEX_MLE,139.6,,,,
SA_0000001444,,THA,COUNTRY,2004,SEX_BTSX,43.8,,,,
SA_0000001444,,THA,COUNTRY,2004,SEX_FMLE,39.0,,,,
SA_0000001444,,THA,COUNTRY,2004,SEX_MLE,49.2,,,,
SA_0000001444,,TJK,COUNTRY,2004,SEX_BTSX,277.5,,,,
SA_0000001444,,TJK,COUNTRY,2004,SEX_FMLE,256.2,,,,
SA_0000001444,,TJK,COUNTRY,2004,SEX_MLE,303.0,,,,
SA_0000001444,,TKM,COUNTRY,2004,SEX_BTSX,456.0,,,,
SA_0000001444,,TKM,COUNTRY,2004,SEX_FMLE,356.5,,,,
SA_0000001444,,TKM,COUNTRY,2004,SEX_MLE,600.8,,,,
SA_0000001444,,TLS,COUNTRY,2004,SEX_BTSX,170.3,,,,
SA_0000001444,,TLS,COUNTRY,2004,SEX_FMLE,138.1,,,,
SA_0000001444,,TLS,COUNTRY,2004,SEX_MLE,205.1,,,,
SA_0000001444,,TON,COUNTRY,2004,SEX_BTSX,96.6,,,,
SA_0000001444,,TON,COUNTRY,2004,SEX_FMLE,69.8,,,,
SA_0000001444,,TON,COUNTRY,2004,SEX_MLE,129.0,,,,
SA_0000001444,,TTO,COUNTRY,2004,SEX_BTSX,184.1,,,,
SA_0000001444,,TTO,COUNTRY,2004,SEX_FMLE,151.4,,,,
SA_0000001444,,TTO,COUNTRY,2004,SEX_MLE,222.8,,,,
SA_0000001444,,TUN,COUNTRY,2004,SEX_BTSX,164.2,,,,
SA_0000001444,,TUN,COUNTRY,2004,SEX_FMLE,139.3,,,,
SA_0000001444,,TUN,COUNTRY,2004,SEX_MLE,191.3,,,,
SA_0000001444,,TUR,COUNTRY,2004,SEX_BTSX,199.2,,,,
SA_0000001444,,TUR,COUNTRY,2004,SEX_FMLE,176.5,,,,
SA_0000001444,,TUR,COUNTRY,2004,SEX_MLE,221.8,,,,
SA_0000001444,,TUV,COUNTRY,2004,SEX_BTSX,164.0,,,,
SA_0000001444,,TUV,COUNTRY,2004,SEX_FMLE,83.6,,,,
SA_0000001444,,TUV,COUNTRY,2004,SEX_MLE,244.3,,,,
SA_0000001444,,TZA,COUNTRY,2004,SEX_BTSX,117.8,,,,
SA_0000001444,,TZA,COUNTRY,2004,SEX_FMLE,96.6,,,,
SA_0000001444,,TZA,COUNTRY,2004,SEX_MLE,143.9,,,,
SA_0000001444,,UGA,COUNTRY,2004,SEX_BTSX,110.9,,,,
SA_0000001444,,UGA,COUNTRY,2004,SEX_FMLE,87.7,,,,
SA_0000001444,,UGA,COUNTRY,2004,SEX_MLE,138.9,,,,
SA_0000001444,,UKR,COUNTRY,2004,SEX_BTSX,424.1,,,,
SA_0000001444,,UKR,COUNTRY,2004,SEX_FMLE,338.6,,,,
SA_0000001444,,UKR,COUNTRY,2004,SEX_MLE,554.7,,,,
SA_0000001444,,URY,COUNTRY,2004,SEX_BTSX,70.5,,,,
SA_0000001444,,URY,COUNTRY,2004,SEX_FMLE,45.0,,,,
SA_0000001444,,URY,COUNTRY,2004,SEX_MLE,105.2,,,,
SA_0000001444,,USA,COUNTRY,2004,SEX_BTSX,97.6,,,,
SA_0000001444,,USA,COUNTRY,2004,SEX_FMLE,73.3,,,,
SA_0000001444,,USA,COUNTRY,2004,SEX_MLE,127.2,,,,
SA_0000001444,,UZB,COUNTRY,2004,SEX_BTSX,375.8,,,,
SA_0000001444,,UZB,COUNTRY,2004,SEX_FMLE,327.3,,,,
SA_0000001444,,UZB,COUNTRY,2004,SEX_MLE,434.8,,,,
SA_0000001444,,VCT,COUNTRY,2004,SEX_BTSX,87.6,,,,
SA_0000001444,,VCT,COUNTRY,2004,SEX_FMLE,72.3,,,,
SA_0000001444,,VCT,COUNTRY,2004,SEX_MLE,107.6,,,,
SA_0000001444,,VEN,COUNTRY,2004,SEX_BTSX,109.0,,,,
SA_0000001444,,VEN,COUNTRY,2004,SEX_FMLE,86.5,,,,
SA_0000001444,,VEN,COUNTRY,2004,SEX_MLE,133.9,,,,
SA_0000001444,,VNM,COUNTRY,2004,SEX_BTSX,122.5,,,,
SA_0000001444,,VNM,COUNTRY,2004,SEX_FMLE,99.2,,,,
SA_0000001444,,VNM,COUNTRY,2004,SEX_MLE,148.7,,,,
SA_0000001444,,VUT,COUNTRY,2004,SEX_BTSX,121.5,,,,
SA_0000001444,,VUT,COUNTRY,2004,SEX_FMLE,66.3,,,,
SA_0000001444,,VUT,COUNTRY,2004,SEX_MLE,171.6,,,,
SA_0000001444,,WSM,COUNTRY,2004,SEX_BTSX,125.0,,,,
SA_0000001444,,WSM,COUNTRY,2004,SEX_FMLE,71.3,,,,
SA_0000001444,,WSM,COUNTRY,2004,SEX_MLE,181.7,,,,
SA_0000001444,,YEM,COUNTRY,2004,SEX_BTSX,267.7,,,,
SA_0000001444,,YEM,COUNTRY,2004,SEX_FMLE,225.6,,,,
SA_0000001444,,YEM,COUNTRY,2004,SEX_MLE,312.9,,,,
SA_0000001444,,ZAF,COUNTRY,2004,SEX_BTSX,113.7,,,,
SA_0000001444,,ZAF,COUNTRY,2004,SEX_FMLE,88.0,,,,
SA_0000001444,,ZAF,COUNTRY,2004,SEX_MLE,149.7,,,,
SA_0000001444,,ZMB,COUNTRY,2004,SEX_BTSX,117.6,,,,
SA_0000001444,,ZMB,COUNTRY,2004,SEX_FMLE,95.6,,,,
SA_0000001444,,ZMB,COUNTRY,2004,SEX_MLE,146.0,,,,
SA_0000001444,,ZWE,COUNTRY,2004,SEX_BTSX,114.7,,,,
SA_0000001444,,ZWE,COUNTRY,2004,SEX_FMLE,90.9,,,,
SA_0000001444,,ZWE,COUNTRY,2004,SEX_MLE,145.0,,,,
