code,country,ratio,rank,revised_rank,score,revised_score
SRB,Serbia,0.6573564122738002,64.0,64.0,0.657,0.6573564122738002
SLE,Sierra Leone,0.7393617021276596,29.0,29.0,0.738,0.7393617021276596
SGP,Singapore,0.7345189975747777,31.0,31.0,0.735,0.7345189975747777
SVK,Slovakia,0.6872625981261079,47.0,47.0,0.687,0.6872625981261079
SVN,Slovenia,0.7445721583652618,24.0,24.0,0.745,0.7445721583652618
ZAF,South Africa,0.5393767705382436,107.0,107.0,0.54,0.5393767705382436
KOR,South Korea,0.5029673590504452,114.0,114.0,0.503,0.5029673590504452
ESP,Spain,0.6762141967621419,52.0,52.0,0.676,0.6762141967621419
LKA,Sri Lanka,0.37354731599335916,130.0,130.0,0.374,0.37354731599335916
SDN,Sudan,0.1702127659574468,142.0,142.0,0.169,0.1702127659574468
SUR,Suriname,0.6482494529540481,69.0,69.0,0.648,0.6482494529540481
SWE,Sweden,0.7555555555555555,22.0,22.0,0.756,0.7555555555555555
CHE,Switzerland,0.5789358918447449,99.0,99.0,0.579,0.5789358918447449
TJK,Tajikistan,0.47237076648841353,120.0,120.0,0.473,0.47237076648841353
THA,Thailand,0.8084449021627187,11.0,11.0,0.809,0.8084449021627187
TLS,Timor-Leste,0.7927107061503418,18.0,18.0,0.794,0.7927107061503418
TGO,Togo,0.8257261410788381,9.0,9.0,0.825,0.8257261410788381
TUN,Tunisia,0.34876347495244137,134.0,134.0,0.349,0.34876347495244137
TUR,Türkiye,0.4531695547269138,121.0,121.0,0.453,0.4531695547269138
UGA,Uganda,0.5284280936454849,110.0,110.0,0.53,0.5284280936454849
UKR,Ukraine,0.6333084391336818,74.0,74.0,0.633,0.6333084391336818
ARE,United Arab Emirates,0.3962797780920265,127.0,127.0,0.396,0.3962797780920265
GBR,United Kingdom,0.626001022320668,77.0,77.0,0.626,0.626001022320668
TZA,Tanzania,0.8884892086330937,3.0,3.0,0.889,0.8884892086330937
USA,United States,0.658258642765685,63.0,63.0,0.658,0.658258642765685
URY,Uruguay,0.6442661317285189,70.0,70.0,0.644,0.6442661317285189
UZB,Uzbekistan,0.37244897959183676,131.0,131.0,0.372,0.37244897959183676
VUT,Vanuatu,0.5977011494252874,92.0,92.0,0.598,0.5977011494252874
VNM,Vietnam,0.7996845425867508,17.0,17.0,0.799,0.7996845425867508
ZMB,Zambia,0.7263427109974424,33.0,33.0,0.727,0.7263427109974424
ZWE,Zimbabwe,0.8931623931623932,2.0,2.0,0.895,0.8931623931623932
